compound,lap_age,track_temp,degradation_percent,lap_time_loss
Medium,3,19.6,2.21,0.108
Hard,17,45.5,5.99,0.254
Medium,29,41.1,56.89,2.919
Medium,26,45.0,47.63,1.959
Soft,38,17.6,100.0,4.338
Medium,10,46.3,17.89,0.837
Hard,9,26.3,3.0,0.125
Medium,25,51.1,51.59,2.301
Soft,40,19.7,100.0,4.888
Soft,10,28.6,45.43,2.059
Hard,6,38.8,2.13,0.106
Medium,27,53.1,62.33,2.954
Hard,6,36.7,1.92,0.099
Soft,5,22.6,11.12,0.556
Soft,24,33.9,100.0,4.774
Hard,0,46.6,0.0,0.0
Soft,4,52.8,25.22,1.154
Hard,17,40.9,5.99,0.245
Hard,39,31.4,14.93,0.666
Medium,9,52.2,17.08,0.724
Medium,3,41.0,3.72,0.189
Medium,3,49.8,4.23,0.184
Soft,6,50.1,40.49,1.972
Soft,28,24.6,100.0,4.654
Medium,37,47.8,76.97,3.288
Hard,39,31.2,14.36,0.711
Hard,10,45.7,3.73,0.17
Hard,23,30.9,7.7,0.396
Hard,15,37.8,4.94,0.228
Hard,4,20.3,1.22,0.052
Soft,11,26.1,42.57,1.984
Soft,5,52.2,37.07,1.564
Soft,43,48.5,100.0,4.216
Soft,0,32.0,0.0,0.0
Medium,5,43.9,6.76,0.283
Hard,24,48.4,9.53,0.447
Soft,16,44.6,100.0,4.374
Hard,35,53.6,14.45,0.597
Hard,14,24.3,4.28,0.183
Soft,3,49.7,17.84,0.699
Hard,32,54.7,12.55,0.541
Soft,19,38.1,100.0,5.097
Hard,37,54.9,15.88,0.729
Hard,10,52.6,4.02,0.205
Hard,19,29.1,6.56,0.292
Medium,11,45.6,19.93,0.965
Hard,34,15.9,11.19,0.559
Hard,6,23.0,1.73,0.071
Soft,36,16.9,100.0,4.474
Soft,13,32.5,80.17,3.603
Hard,12,19.9,3.83,0.18
Soft,25,48.2,100.0,4.174
Medium,45,40.5,97.73,3.851
Soft,18,45.6,100.0,4.523
Medium,7,45.9,11.5,0.508
Medium,10,16.4,9.54,0.408
Hard,5,41.5,1.9,0.076
Medium,43,37.2,75.59,3.818
Medium,34,26.0,53.98,2.722
Soft,25,35.8,100.0,4.066
Medium,40,35.4,75.63,3.655
Soft,15,22.8,53.57,2.278
Medium,25,41.5,44.83,1.834
Medium,4,54.0,5.74,0.245
Hard,35,39.0,13.14,0.589
Medium,43,31.8,69.79,3.055
Medium,8,31.7,10.1,0.408
Hard,14,40.6,4.91,0.24
Soft,17,16.6,34.4,1.635
Medium,20,52.6,44.41,1.908
Medium,31,20.3,38.97,1.794
Hard,11,52.3,4.06,0.188
Medium,11,37.3,14.77,0.762
Hard,15,33.6,5.3,0.256
Medium,22,42.4,36.85,1.487
Soft,2,47.5,8.69,0.382
Soft,19,19.0,52.68,2.222
Medium,37,40.4,68.71,3.354
Soft,2,46.8,8.39,0.405
Medium,14,37.6,22.48,0.928
Medium,41,40.9,85.48,3.468
Hard,27,22.4,9.04,0.411
Soft,17,39.2,100.0,4.516
Medium,5,50.6,7.51,0.347
Medium,17,41.0,27.97,1.245
Soft,6,36.8,31.21,1.546
Medium,35,31.0,53.64,2.531
Medium,41,25.0,64.44,3.1
Medium,15,39.1,26.67,1.348
Hard,13,50.7,5.04,0.222
Medium,2,23.1,1.64,0.081
Soft,17,18.3,41.08,2.111
Hard,31,37.6,10.59,0.432
Medium,32,30.9,49.23,2.336
Hard,34,46.7,15.06,0.751
Medium,3,32.2,2.82,0.114
Hard,34,22.2,10.42,0.46
Hard,27,39.4,11.27,0.57
Hard,16,42.7,6.27,0.256
Hard,28,16.0,8.62,0.373
Hard,26,16.8,8.46,0.432
Medium,7,46.9,10.43,0.448
Hard,38,16.0,12.43,0.479
Hard,42,19.3,13.35,0.569
Soft,32,45.0,100.0,3.979
Medium,38,32.7,68.89,3.082
Soft,37,39.4,100.0,5.088
Soft,31,18.3,96.41,4.75
Soft,30,28.0,100.0,4.034
Soft,29,28.9,100.0,5.147
Hard,30,16.3,8.55,0.364
Hard,43,48.5,16.55,0.767
Medium,26,27.6,40.54,1.789
Soft,9,52.0,75.21,3.234
Soft,26,23.1,100.0,4.489
Medium,16,46.0,27.08,1.225
Medium,2,23.4,1.7,0.081
Hard,12,54.7,4.94,0.254
Hard,36,20.0,10.99,0.565
Soft,0,26.7,0.0,0.0
Soft,41,47.2,100.0,4.892
Hard,0,17.1,0.0,0.0
Medium,26,18.5,27.8,1.296
Soft,12,22.0,36.36,1.785
Medium,1,52.0,1.13,0.055
Medium,21,31.7,34.95,1.77
Soft,8,22.0,19.68,0.947
Soft,44,48.3,100.0,4.502
Soft,4,50.8,26.56,1.02
Soft,15,20.9,42.32,1.944
Soft,43,34.9,100.0,4.779
Hard,6,20.0,1.74,0.089
Soft,22,17.1,49.27,2.459
Hard,6,34.6,1.98,0.088
Medium,6,32.9,7.05,0.286
Soft,23,33.8,100.0,4.996
Soft,3,39.4,11.89,0.461
Hard,44,26.5,14.02,0.566
Soft,38,39.3,100.0,5.007
Soft,27,21.1,99.38,4.443
Hard,36,22.7,12.66,0.634
Soft,27,40.0,100.0,4.35
Soft,43,51.9,100.0,4.387
Medium,39,41.8,79.59,3.766
Hard,18,23.6,6.45,0.32
Soft,14,41.0,100.0,4.592
Hard,27,21.2,8.54,0.424
Medium,15,40.7,23.67,0.936
Hard,32,24.8,10.25,0.453
Soft,18,26.2,77.42,3.64
Soft,1,44.6,3.42,0.16
Hard,0,16.0,0.0,0.0
Hard,44,51.9,19.93,0.763
Medium,22,48.6,46.44,2.106
Medium,6,42.7,8.86,0.384
Soft,22,39.9,100.0,4.68
Soft,9,36.1,47.34,1.981
Soft,37,28.7,100.0,4.66
Hard,17,52.7,6.9,0.299
Medium,3,31.4,3.07,0.14
Medium,10,28.4,12.94,0.563
Medium,10,47.2,18.07,0.787
Medium,17,24.3,19.85,0.964
Medium,12,26.0,14.03,0.586
Soft,3,24.4,6.14,0.251
Soft,45,24.0,100.0,4.323
Hard,43,18.7,14.01,0.641
Soft,42,54.4,100.0,3.884
Medium,32,52.9,72.0,2.945
Medium,19,41.0,36.02,1.594
Soft,3,26.2,6.95,0.358
Hard,34,48.3,15.12,0.71
Soft,22,45.0,100.0,4.329
Soft,8,37.5,45.89,2.108
Hard,24,30.4,8.82,0.341
Soft,10,28.2,37.62,1.661
Medium,22,40.5,42.4,1.834
Medium,25,27.8,35.22,1.695
Hard,34,47.0,13.69,0.631
Hard,29,38.7,12.1,0.556
Soft,17,38.5,100.0,3.885
Medium,32,20.7,42.7,1.667
Hard,12,26.5,3.73,0.182
Soft,10,51.2,84.04,3.699
Soft,33,31.7,100.0,4.433
Soft,28,53.7,100.0,4.094
Medium,34,38.2,57.91,2.23
Hard,0,48.0,0.0,0.0
Medium,38,19.7,47.63,1.921
Hard,3,25.8,0.93,0.045
Medium,29,35.9,48.28,2.104
Medium,36,48.3,83.25,3.374
Soft,31,28.5,100.0,4.285
Hard,8,44.1,3.06,0.119
Hard,18,49.9,6.74,0.286
Soft,15,54.8,100.0,4.028
Soft,17,39.4,100.0,4.834
Soft,27,38.6,100.0,4.521
Soft,22,20.0,61.69,3.092
Hard,24,35.7,9.39,0.382
Soft,14,21.7,45.1,1.896
Soft,43,29.4,100.0,4.289
Hard,35,20.4,10.57,0.494
Medium,11,31.2,13.67,0.646
Medium,3,52.4,4.04,0.156
Soft,31,18.0,79.95,3.694
Medium,26,41.0,49.65,2.507
Hard,37,34.7,14.07,0.655
Soft,33,43.6,100.0,4.05
Medium,8,48.6,12.32,0.591
Medium,25,54.3,61.63,2.919
Medium,20,36.0,35.49,1.496
Soft,17,53.4,100.0,4.368
Hard,24,24.9,7.78,0.376
Medium,34,24.9,48.5,1.967
Hard,38,17.5,13.45,0.549
Soft,19,47.8,100.0,4.97
Soft,25,48.1,100.0,4.241
Soft,36,15.5,74.6,3.485
Medium,22,37.5,38.58,1.569
Hard,13,24.1,4.39,0.212
Soft,37,16.5,86.4,3.309
Soft,22,53.0,100.0,3.879
Medium,4,18.9,3.31,0.167
Hard,21,54.8,8.57,0.424
Hard,6,32.3,1.97,0.088
Soft,34,18.1,100.0,4.008
Soft,13,18.7,29.8,1.348
Medium,19,20.1,23.21,0.931
Soft,8,35.9,45.32,2.235
Medium,18,27.6,23.86,1.206
Medium,9,46.2,15.62,0.804
Soft,42,30.1,100.0,4.98
Hard,44,18.0,15.71,0.743
Medium,5,26.9,4.78,0.224
Hard,41,19.2,13.16,0.514
Hard,18,18.0,5.85,0.229
Medium,29,37.2,48.32,2.181
Soft,13,29.3,59.22,2.593
Soft,23,34.2,100.0,4.11
Medium,21,44.3,39.98,1.836
Medium,42,31.5,75.95,3.02
Soft,5,20.0,7.99,0.337
Hard,39,39.6,16.64,0.799
Medium,45,15.1,56.41,2.375
Soft,44,45.4,100.0,4.554
Hard,39,39.9,16.28,0.697
Medium,17,23.3,19.86,0.783
Hard,24,46.5,9.58,0.389
Medium,23,29.4,37.3,1.56
Soft,41,16.6,100.0,5.014
Soft,19,51.7,100.0,5.1
Medium,35,19.7,42.26,2.041
Hard,22,48.1,8.43,0.361
Hard,16,50.3,6.65,0.306
Soft,36,20.6,100.0,4.62
Medium,18,20.5,19.31,0.938
Medium,39,29.0,63.19,2.555
Soft,20,29.3,100.0,4.605
Medium,21,23.3,25.7,1.323
Medium,40,47.9,99.08,4.767
Soft,0,40.5,0.0,0.0
Medium,31,55.0,77.47,3.312
Soft,16,49.8,100.0,4.684
Soft,23,38.4,100.0,4.367
Medium,28,25.1,40.28,1.849
Medium,25,22.9,32.67,1.681
Soft,32,35.4,100.0,4.033
Hard,19,20.3,5.49,0.223
Medium,8,53.7,15.26,0.612
Hard,36,45.8,13.38,0.668
Soft,18,49.7,100.0,5.047
Hard,31,21.0,9.51,0.381
Soft,19,49.7,100.0,3.845
Medium,38,43.4,83.94,3.818
Soft,23,17.4,56.29,2.652
Hard,30,41.3,10.69,0.448
Hard,4,36.8,1.35,0.054
Medium,33,51.8,71.31,3.328
Medium,29,40.3,55.94,2.267
Soft,5,31.3,16.85,0.778
Soft,45,49.2,100.0,4.38
Soft,43,55.0,100.0,4.449
Medium,10,36.9,14.78,0.664
Medium,32,39.7,58.51,2.313
Soft,29,45.3,100.0,4.43
Medium,17,32.7,26.01,1.062
Soft,18,20.1,50.0,2.474
Hard,43,42.6,16.17,0.751
Medium,26,19.9,31.2,1.564
Medium,22,39.5,36.94,1.578
Soft,14,42.6,100.0,4.931
Medium,14,24.3,16.93,0.754
Soft,21,33.9,100.0,4.379
Hard,11,26.3,3.44,0.145
Soft,42,53.5,100.0,4.949
Soft,27,39.4,100.0,4.408
Hard,35,47.1,14.03,0.555
Medium,34,28.7,58.36,2.616
Medium,16,20.2,16.57,0.834
Medium,28,24.8,40.02,1.731
Medium,0,36.5,0.0,0.0
Medium,19,44.1,36.84,1.709
Medium,16,15.4,15.45,0.655
Soft,16,21.0,50.44,2.205
Medium,6,47.2,10.09,0.497
Soft,8,44.2,59.57,2.62
Medium,40,43.6,83.81,3.663
Medium,45,51.5,100.0,4.669
Soft,9,28.7,33.6,1.57
Hard,42,26.8,13.37,0.558
Hard,9,24.8,2.88,0.122
Hard,40,43.1,16.79,0.698
Hard,21,54.7,8.25,0.414
Hard,42,22.0,13.08,0.507
Hard,19,22.5,6.43,0.276
Soft,43,49.5,100.0,4.693
Medium,28,39.0,46.76,2.23
Soft,16,51.9,100.0,3.858
Soft,17,19.1,39.84,1.865
Medium,38,28.6,61.5,2.684
Soft,26,33.0,100.0,4.489
Medium,3,23.3,2.67,0.138
Soft,24,32.3,100.0,4.921
Soft,30,48.8,100.0,4.87
Medium,44,16.3,50.3,2.417
Soft,17,54.1,100.0,4.051
Hard,32,28.8,10.64,0.47
Soft,16,31.3,86.95,3.717
Soft,41,19.6,100.0,4.244
Medium,44,42.6,100.0,4.435
Soft,2,30.0,5.01,0.205
Hard,1,20.3,0.28,0.011
Medium,6,18.4,5.74,0.284
Medium,16,32.2,24.67,1.033
Hard,41,22.6,14.68,0.66
Soft,4,19.2,6.06,0.288
Medium,16,35.8,22.5,1.051
Hard,35,53.2,13.69,0.585
Medium,35,17.3,38.79,1.585
Soft,33,16.2,81.69,4.105
Medium,27,29.9,42.14,1.829
Medium,45,15.9,56.5,2.209
Soft,11,46.7,99.75,4.015
Medium,45,22.3,65.45,2.875
Soft,20,22.0,71.22,3.056
Medium,40,41.3,83.96,4.155
Hard,32,54.9,13.4,0.526
Medium,19,52.8,43.75,2.005
Soft,5,54.8,38.58,1.778
Medium,6,37.5,7.81,0.36
Hard,43,18.8,13.54,0.62
Soft,24,26.6,100.0,3.838
Hard,13,44.6,5.07,0.24
Soft,32,32.9,100.0,3.932
Soft,7,20.2,13.43,0.618
Hard,32,19.6,11.19,0.566
Soft,19,17.5,37.75,1.688
Soft,3,17.7,2.96,0.135
Medium,10,25.3,12.12,0.559
Soft,12,17.5,22.43,0.922
Medium,42,22.9,55.88,2.173
Hard,45,34.2,15.57,0.616
Hard,8,35.8,2.66,0.107
Hard,34,42.1,13.12,0.526
Soft,37,52.8,100.0,4.342
Soft,1,54.6,4.08,0.201
Medium,20,24.6,26.27,1.079
Medium,0,26.8,0.0,0.0
Medium,23,29.0,35.27,1.67
Medium,29,17.8,36.01,1.734
Hard,1,18.8,0.3,0.013
Soft,19,26.7,90.41,4.175
Hard,4,54.6,1.62,0.074
Soft,18,41.8,100.0,4.917
Soft,35,30.9,100.0,4.594
Soft,3,30.2,8.22,0.352
Medium,14,17.6,13.04,0.539
Soft,37,39.8,100.0,4.171
Soft,30,36.9,100.0,4.921
Hard,5,22.0,1.4,0.065
Soft,19,29.4,100.0,4.918
Hard,10,49.1,3.9,0.155
Medium,24,42.7,44.97,1.9
Hard,35,51.1,15.68,0.728
Medium,7,15.2,5.69,0.26
Soft,33,39.0,100.0,4.541
Medium,24,41.7,44.06,1.82
Soft,2,30.8,4.76,0.205
Medium,38,45.6,74.49,3.218
Soft,30,48.5,100.0,4.116
Soft,20,29.5,100.0,5.117
Soft,24,42.9,100.0,4.724
Hard,27,54.5,11.65,0.505
Soft,0,16.0,0.0,0.0
Medium,0,30.1,0.0,0.0
Soft,32,46.9,100.0,4.87
Medium,18,41.8,29.96,1.403
Soft,19,25.2,79.24,3.477
Medium,45,18.2,56.72,2.227
Hard,17,20.1,5.81,0.298
Soft,37,16.9,99.27,4.183
Soft,24,42.2,100.0,4.166
Medium,8,37.4,10.41,0.455
Hard,4,53.3,1.4,0.062
Medium,2,40.5,2.31,0.117
Soft,34,44.3,100.0,4.678
Soft,0,28.3,0.0,0.0
Medium,39,25.0,55.45,2.263
Soft,21,50.6,100.0,5.058
Medium,22,48.0,47.91,2.4
Medium,42,15.3,52.93,2.488
Hard,21,27.4,7.33,0.345
Hard,25,27.5,8.88,0.42
Hard,14,17.0,4.06,0.16
Hard,45,48.1,17.48,0.687
Hard,6,34.4,2.19,0.091
Soft,40,19.1,100.0,4.651
Hard,11,23.3,3.54,0.143
Soft,1,47.5,3.52,0.161
Medium,14,39.5,21.62,1.081
Hard,13,44.9,4.71,0.219
Soft,19,39.0,100.0,4.921
Hard,34,35.3,13.21,0.653
Soft,7,25.3,22.61,0.937
Hard,28,45.6,11.5,0.585
Hard,28,46.4,10.64,0.524
Soft,28,47.9,100.0,4.588
Medium,33,30.5,54.84,2.123
Medium,4,38.4,4.74,0.187
Soft,9,48.1,72.5,3.656
Medium,37,51.5,95.07,4.151
Hard,43,42.5,16.3,0.648
Hard,11,30.3,3.39,0.144
Soft,11,40.8,78.3,3.931
Medium,18,51.4,33.11,1.618
Hard,34,33.5,12.14,0.571
Soft,3,19.0,3.63,0.173
Medium,27,21.6,32.48,1.477
Hard,14,33.7,4.82,0.185
Hard,19,42.6,6.63,0.261
Hard,22,36.6,8.31,0.352
Hard,2,39.3,0.63,0.027
Medium,9,21.3,8.94,0.345
Medium,34,52.3,84.85,3.982
Soft,28,53.1,100.0,4.973
Soft,28,24.2,100.0,4.123
Medium,31,40.1,55.02,2.38
Hard,2,45.5,0.73,0.036
Soft,0,36.3,0.0,0.0
Soft,33,29.7,100.0,5.117
Medium,17,27.2,21.65,0.85
Soft,43,48.8,100.0,4.21
Soft,26,43.9,100.0,3.907
Medium,7,33.6,8.9,0.388
Medium,24,52.5,54.79,2.68
Medium,9,44.9,15.12,0.584
Medium,3,25.2,2.83,0.126
Soft,44,45.8,100.0,4.963
Medium,40,18.5,54.0,2.733
Hard,12,17.0,3.55,0.178
Medium,28,29.1,46.82,2.215
Hard,9,28.7,3.12,0.161
Medium,27,32.6,41.35,2.061
Hard,0,39.1,0.0,0.0
Soft,17,45.3,100.0,4.217
Hard,4,30.8,1.42,0.068
Medium,26,33.1,39.16,1.749
Medium,16,39.3,27.33,1.351
Medium,28,42.0,53.8,2.63
Soft,40,27.3,100.0,5.107
Medium,15,53.3,28.7,1.186
Medium,4,55.0,6.41,0.247
Soft,18,44.1,100.0,4.696
Medium,23,38.4,41.84,1.664
Hard,19,17.2,5.36,0.237
Medium,19,19.0,22.47,1.126
Medium,13,16.4,12.22,0.572
Hard,16,52.4,6.94,0.305
Hard,23,54.5,9.69,0.418
Medium,35,26.5,49.0,2.436
Medium,21,17.6,25.05,1.178
Hard,6,33.6,1.88,0.074
Soft,20,52.0,100.0,3.906
Medium,6,24.9,5.85,0.289
Medium,27,39.3,48.58,2.255
Medium,10,15.8,9.62,0.385
Soft,34,47.6,100.0,3.978
Hard,40,15.1,12.3,0.572
Hard,24,38.3,9.89,0.491
Medium,9,15.2,7.79,0.378
Medium,5,20.7,4.86,0.213
Soft,11,35.2,61.62,2.412
Hard,7,40.2,2.4,0.093
Medium,26,35.6,46.33,2.221
Soft,36,30.2,100.0,5.042
Soft,20,50.1,100.0,4.323
Soft,23,29.1,100.0,4.918
Hard,43,33.2,14.89,0.619
Hard,24,26.9,8.29,0.326
Soft,17,48.6,100.0,4.754
Soft,8,54.6,69.28,2.888
Hard,27,37.2,10.56,0.537
Medium,41,37.8,78.44,3.795
Hard,40,51.4,17.03,0.794
Medium,12,36.3,18.78,0.761
Medium,11,54.2,21.19,1.024
Hard,19,16.2,5.36,0.241
Soft,7,30.1,27.65,1.237
Medium,6,28.9,6.11,0.246
Hard,39,52.8,16.6,0.701
Hard,41,41.6,15.49,0.637
Hard,27,45.7,10.27,0.529
Soft,13,18.6,28.22,1.167
Soft,39,41.5,100.0,4.195
Hard,22,17.8,7.2,0.296
Hard,37,50.0,14.39,0.713
Medium,39,21.6,54.19,2.673
Hard,7,25.2,2.1,0.098
Medium,41,41.8,89.81,4.262
Medium,9,26.2,10.73,0.467
Medium,35,42.3,66.22,3.123
Hard,25,16.5,7.68,0.38
Medium,14,32.1,20.7,0.921
Soft,30,25.5,100.0,4.524
Hard,12,20.6,3.5,0.157
Soft,23,39.9,100.0,4.586
Soft,10,15.2,10.85,0.51
Medium,18,45.3,33.7,1.584
Medium,37,17.7,44.5,2.095
Medium,15,16.8,15.44,0.682
Hard,29,17.6,8.74,0.417
Hard,41,52.7,16.9,0.838
Soft,30,16.3,72.12,2.781
Hard,22,26.2,7.54,0.31
Soft,15,46.3,100.0,4.758
Medium,9,41.1,12.71,0.521
Medium,18,48.1,37.53,1.937
Soft,25,34.6,100.0,3.965
Medium,43,18.1,50.89,2.572
Medium,33,53.9,84.04,3.525
Soft,8,33.0,39.74,1.872
Medium,25,44.2,50.79,2.499
Soft,28,51.7,100.0,5.055
Soft,25,41.3,100.0,4.058
Hard,28,37.9,10.67,0.512
Hard,38,25.5,12.44,0.536
Medium,36,42.7,78.9,3.743
Hard,39,28.0,14.43,0.668
Medium,40,48.3,83.56,3.833
Hard,45,45.9,18.17,0.826
Soft,0,25.6,0.0,0.0
Medium,31,18.1,39.67,1.866
Soft,13,35.0,89.06,4.208
Soft,18,48.2,100.0,5.074
Medium,24,24.3,34.04,1.673
Hard,33,51.7,14.01,0.549
Soft,13,33.2,76.33,3.675
Hard,20,34.4,7.58,0.383
Medium,23,26.7,29.61,1.278
Medium,27,31.4,41.25,2.004
Soft,29,25.6,100.0,4.485
Hard,11,16.1,3.33,0.153
Hard,10,55.0,4.18,0.188
Medium,19,20.7,24.46,1.03
Soft,22,15.9,42.68,2.205
Medium,39,36.4,71.86,3.712
Hard,13,21.3,4.16,0.203
Soft,2,47.1,9.51,0.395
Hard,34,34.9,13.48,0.621
Medium,3,25.0,2.43,0.125
Medium,41,43.7,96.16,3.709
Soft,37,27.4,100.0,4.477
Soft,23,27.1,100.0,4.8
Hard,39,36.6,13.81,0.573
Hard,10,47.2,3.63,0.141
Soft,18,53.6,100.0,3.854
Medium,16,36.6,26.12,1.169
Soft,19,50.9,100.0,3.953
Medium,39,30.3,60.43,2.816
Soft,26,38.8,100.0,4.137
Soft,1,41.4,2.87,0.147
Hard,26,48.2,10.94,0.542
Hard,8,52.3,2.92,0.114
Soft,4,47.1,25.4,1.032
Medium,41,24.4,62.57,2.586
Medium,40,21.7,58.38,2.281
Soft,40,27.7,100.0,4.062
Soft,6,46.2,40.42,1.616
Soft,44,17.5,100.0,3.856
Medium,21,43.1,37.29,1.821
Soft,17,19.4,46.47,2.131
Soft,29,27.3,100.0,5.107
Medium,14,44.2,25.8,1.072
Soft,13,23.6,45.37,1.995
Medium,1,43.4,1.02,0.044
Medium,43,22.1,67.29,2.967
Soft,32,15.6,59.39,2.714
Hard,14,53.4,5.19,0.263
Hard,45,39.2,18.34,0.826
Soft,43,41.5,100.0,4.555
Soft,25,48.8,100.0,4.71
Medium,16,36.2,23.92,1.179
Soft,26,43.3,100.0,4.912
Medium,10,44.8,17.94,0.735
Soft,24,27.9,100.0,4.822
Soft,18,53.0,100.0,4.239
Soft,13,26.0,52.87,2.377
Soft,11,19.3,25.44,1.117
Soft,8,24.9,23.51,1.044
Medium,39,38.8,77.73,3.057
Hard,31,25.2,10.79,0.438
Soft,20,22.0,74.33,3.074
Medium,34,30.9,61.0,2.84
Hard,29,34.5,10.01,0.48
Medium,18,38.6,28.07,1.447
Soft,26,23.3,100.0,4.34
Hard,15,37.4,5.81,0.248
Soft,11,20.9,27.35,1.335
Hard,28,34.5,11.11,0.569
Soft,30,53.8,100.0,5.087
Medium,34,53.6,89.06,3.645
Soft,19,39.1,100.0,4.794
Hard,39,47.4,14.66,0.675
Soft,35,36.1,100.0,4.758
Hard,25,46.7,10.45,0.45
Soft,39,50.0,100.0,4.772
Hard,38,30.2,13.12,0.512
Medium,23,16.6,23.95,1.063
Medium,29,29.1,44.93,2.092
Soft,44,16.1,100.0,4.894
Hard,23,46.5,8.5,0.331
Medium,13,30.7,19.08,0.97
Medium,23,54.7,49.49,2.036
Medium,5,44.1,6.58,0.315
Medium,34,36.0,65.94,2.886
Medium,3,45.8,3.54,0.173
Hard,14,17.1,4.48,0.181
Hard,29,25.4,10.17,0.446
Medium,30,26.7,48.51,2.278
Hard,1,53.2,0.37,0.015
Soft,35,30.4,100.0,4.93
Soft,13,24.8,46.61,2.2
Soft,23,16.3,41.69,1.948
Soft,28,49.1,100.0,4.484
Hard,18,16.2,5.01,0.218
Soft,35,40.4,100.0,4.734
Soft,15,34.3,98.08,4.401
Hard,40,46.3,14.91,0.701
Soft,40,51.5,100.0,4.029
Soft,5,31.8,17.79,0.815
Hard,7,39.8,2.49,0.106
Hard,7,35.2,2.4,0.101
Medium,33,20.0,45.13,1.879
Medium,32,25.4,43.05,1.946
Medium,11,44.4,17.09,0.868
Medium,0,41.9,0.0,0.0
Medium,8,20.4,7.72,0.393
Medium,13,32.0,19.09,0.814
Medium,15,31.8,22.32,1.027
Soft,4,19.0,5.44,0.266
Hard,2,43.0,0.69,0.028
Medium,32,18.3,35.77,1.511
Hard,0,39.3,0.0,0.0
Medium,4,46.3,5.61,0.236
Medium,32,25.8,43.53,2.188
Medium,32,19.6,38.62,1.535
Medium,4,27.7,4.13,0.171
Hard,32,30.9,12.62,0.63
Medium,25,24.5,36.44,1.72
Soft,13,36.9,83.14,3.893
Soft,9,18.2,15.95,0.75
Medium,27,23.5,35.08,1.696
Soft,28,17.9,79.77,3.893
Hard,10,18.5,2.93,0.12
Soft,17,29.3,85.9,4.135
Soft,22,36.5,100.0,4.222
Soft,11,17.1,20.0,1.017
Hard,30,35.1,10.39,0.4
Soft,25,21.3,84.65,4.154
Soft,44,52.9,100.0,4.427
Soft,43,42.2,100.0,5.036
Hard,15,47.0,5.95,0.274
Hard,11,46.5,4.12,0.201
Hard,41,21.8,13.29,0.629
Soft,34,46.1,100.0,4.967
Soft,4,54.1,25.61,0.995
Soft,30,52.8,100.0,5.068
Hard,15,29.2,5.56,0.26
Hard,29,17.6,9.27,0.45
Hard,16,52.5,6.7,0.286
Hard,44,44.3,16.07,0.695
Soft,30,15.6,61.09,3.023
Hard,26,49.3,11.61,0.574
Medium,32,41.0,62.52,2.709
Medium,2,17.2,1.34,0.054
Hard,12,51.0,4.65,0.184
Soft,0,37.7,0.0,0.0
Medium,28,37.4,54.97,2.454
Soft,9,26.4,30.51,1.241
Soft,16,35.4,100.0,4.807
Hard,28,37.0,11.34,0.45
Medium,22,17.2,22.43,0.979
Medium,38,41.3,74.9,3.767
Soft,11,25.4,42.05,1.793
Soft,39,50.6,100.0,4.097
Soft,44,53.6,100.0,4.657
Soft,40,38.9,100.0,4.634
Hard,5,46.6,1.86,0.074
Medium,4,47.2,6.02,0.285
Soft,28,45.9,100.0,4.471
Medium,12,24.4,15.17,0.661
Hard,23,19.4,7.14,0.313
Hard,42,20.7,12.99,0.545
Hard,7,42.0,2.32,0.097
Medium,31,30.2,49.92,2.043
Medium,45,36.9,96.23,4.106
Soft,37,48.6,100.0,4.906
Medium,8,34.1,9.49,0.369
Soft,34,39.2,100.0,3.916
Hard,21,31.5,7.67,0.344
Medium,10,25.0,10.74,0.539
Medium,15,20.8,16.03,0.785
Medium,12,40.2,18.56,0.735
Hard,10,25.0,3.51,0.136
Medium,45,16.1,52.91,2.235
Soft,26,33.1,100.0,4.661
Hard,4,37.3,1.31,0.054
Hard,45,18.7,13.59,0.641
Soft,30,26.6,100.0,4.832
Soft,16,18.7,38.42,1.688
Soft,12,51.6,100.0,4.332
Soft,41,26.8,100.0,4.678
Hard,34,27.5,11.29,0.471
Medium,21,30.2,30.31,1.507
Hard,6,48.0,2.24,0.111
Soft,11,49.6,93.14,3.83
Soft,36,22.3,100.0,4.177
Soft,37,17.9,100.0,4.872
Medium,10,39.9,15.32,0.675
Medium,5,43.8,7.04,0.338
Medium,45,50.3,98.85,4.489
Hard,28,15.5,9.43,0.469
Medium,13,31.9,17.71,0.712
Hard,22,51.1,9.19,0.465
Hard,27,16.8,8.03,0.318
Medium,3,39.1,3.68,0.178
Hard,43,25.8,14.4,0.598
Hard,42,35.6,14.61,0.593
Medium,12,36.6,17.59,0.824
Hard,36,48.2,15.47,0.795
Medium,40,21.0,49.47,2.042
Medium,31,31.4,53.47,2.436
Soft,41,24.1,100.0,4.363
Soft,34,53.8,100.0,4.077
Medium,40,40.2,74.76,2.94
Medium,15,51.5,28.52,1.112
Soft,32,42.1,100.0,3.928
Hard,28,43.4,10.27,0.494
Hard,12,49.4,4.89,0.192
Medium,13,33.9,20.19,0.84
Medium,19,49.4,37.76,1.532
Hard,11,37.3,3.94,0.183
Medium,40,36.2,80.11,3.602
Medium,36,22.6,53.34,2.484
Medium,13,22.3,14.2,0.673
Soft,35,49.8,100.0,4.7
Medium,24,15.8,24.63,1.146
Soft,14,26.5,65.6,2.788
Soft,2,30.0,4.46,0.197
Medium,30,47.1,61.71,2.476
Medium,14,21.9,14.8,0.618
Soft,45,39.9,100.0,4.581
Soft,34,55.0,100.0,5.047
Hard,22,35.5,8.63,0.433
Soft,36,25.7,100.0,5.05
